age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,attrition
43,non-travel,489,sales,12,3,human_resources,3,female,62,4,3,manager,2,married,3518,15501,4,no,17,3,3,1,2,3,3,2,0,1,3,yes
29,travel_rarely,1679,research_&_development,1,1,medical,3,female,33,3,2,research_scientist,3,divorced,7638,9752,3,no,17,4,4,0,31,2,3,34,28,0,0,no
28,travel_frequently,1236,research_&_development,2,4,life_sciences,1,male,112,2,3,healthcare_representative,4,married,1945,8146,1,no,11,3,3,1,1,4,3,1,1,0,2,no
54,travel_rarely,1006,research_&_development,8,4,human_resources,4,male,102,4,3,research_director,4,single,8575,2947,3,no,11,3,4,1,5,2,3,6,1,1,0,no
42,travel_rarely,845,research_&_development,3,3,life_sciences,1,female,58,3,1,research_director,3,married,9312,2341,1,no,11,3,1,0,11,0,4,12,7,0,5,no
35,travel_rarely,1271,research_&_development,18,4,life_sciences,3,male,101,2,2,healthcare_representative,3,married,1971,15930,6,no,13,3,3,0,3,2,3,4,0,1,3,no
36,travel_rarely,1639,sales,15,3,life_sciences,4,female,116,3,1,sales_representative,2,married,2931,17523,1,yes,16,3,2,1,4,6,3,5,2,1,0,yes
40,travel_rarely,1427,sales,23,3,life_sciences,3,female,77,3,1,manager,3,married,3168,24970,4,yes,12,4,2,0,30,1,3,36,29,0,6,yes
55,travel_rarely,543,research_&_development,8,3,medical,1,male,111,3,1,laboratory_technician,4,married,7150,6631,4,no,16,3,4,1,3,0,3,3,3,1,3,no
35,travel_rarely,548,sales,3,4,life_sciences,4,female,108,4,4,manager,3,single,2603,12589,5,no,21,3,1,2,6,3,3,7,5,0,0,no
43,travel_rarely,181,research_&_development,9,3,life_sciences,2,male,97,3,5,healthcare_representative,1,single,11763,11695,3,no,12,3,2,0,0,2,3,0,0,0,0,no
23,travel_rarely,646,human_resources,1,3,life_sciences,3,female,100,2,1,manager,1,divorced,8708,14057,7,no,11,3,2,1,12,4,2,13,11,0,6,no
21,travel_rarely,133,research_&_development,1,3,marketing,4,female,115,2,2,healthcare_representative,2,single,10050,4557,4,yes,11,3,3,1,7,3,4,8,3,0,1,yes
46,travel_rarely,562,research_&_development,1,3,technical_degree,4,male,46,2,1,manufacturing_director,3,single,2031,16748,3,no,11,3,2,1,3,2,3,3,0,0,6,yes
51,travel_frequently,417,research_&_development,4,4,life_sciences,3,female,92,3,3,manufacturing_director,4,single,11996,22215,8,yes,17,3,4,0,0,3,3,0,0,1,0,yes
34,travel_rarely,430,research_&_development,2,3,life_sciences,2,male,101,4,2,research_director,2,single,10144,11271,3,no,18,3,4,1,6,0,3,7,3,1,1,no
60,travel_rarely,618,research_&_development,1,4,life_sciences,4,male,93,3,3,healthcare_representative,2,married,4867,24259,1,yes,17,3,2,0,0,3,4,0,0,0,5,no
60,travel_rarely,139,human_resources,9,3,life_sciences,1,female,75,2,2,human_resources,3,divorced,2130,8567,2,no,11,3,3,0,0,3,3,0,0,0,4,no
33,non-travel,1697,research_&_development,33,5,technical_degree,1,male,40,4,3,healthcare_representative,4,married,7621,9405,3,yes,13,3,2,1,6,3,3,7,5,2,1,yes
19,travel_rarely,1593,human_resources,1,4,marketing,4,male,40,3,2,manager,3,married,5454,23844,2,no,13,3,3,0,1,1,3,1,1,0,10,no
51,travel_frequently,1292,research_&_development,8,2,life_sciences,3,male,117,3,1,laboratory_technician,2,married,5741,5228,2,yes,21,3,3,0,1,1,3,1,0,2,0,no
25,travel_rarely,891,sales,1,4,life_sciences,1,male,108,1,1,sales_representative,1,married,5313,18135,6,no,16,3,1,0,7,4,3,8,5,0,7,no
30,non-travel,1140,sales,27,3,life_sciences,3,male,40,3,2,manager,3,divorced,9896,6094,1,yes,15,3,1,0,0,4,4,0,0,9,4,no
59,travel_frequently,1670,sales,4,5,medical,1,male,68,2,4,sales_executive,4,divorced,1037,18267,3,no,16,3,2,0,2,2,3,2,2,0,0,yes
25,travel_frequently,588,sales,21,3,life_sciences,1,female,78,2,2,sales_representative,2,single,11850,9764,7,no,13,3,4,0,1,2,1,1,0,2,3,yes
47,travel_frequently,1026,sales,2,1,other,1,male,102,3,1,sales_representative,3,married,11677,25881,3,no,16,3,1,0,6,6,2,7,6,0,10,yes
49,travel_frequently,600,research_&_development,17,3,marketing,4,female,101,3,4,healthcare_representative,3,married,8371,11706,5,no,13,3,2,1,7,3,4,8,6,1,3,no
53,travel_rarely,1105,sales,2,3,life_sciences,4,female,93,2,1,sales_representative,3,divorced,7023,23374,3,yes,20,3,1,0,8,3,3,9,4,1,3,yes
47,travel_rarely,1086,research_&_development,3,4,medical,3,male,48,3,1,laboratory_technician,2,married,10947,18600,2,no,11,4,4,1,2,4,3,2,0,0,1,no
18,travel_frequently,1124,research_&_development,1,4,technical_degree,2,female,99,3,4,healthcare_representative,4,divorced,7177,20795,1,no,15,3,4,1,0,2,3,0,0,0,6,no
60,travel_frequently,1573,sales,2,3,medical,4,female,99,3,3,sales_executive,3,married,6544,24629,2,no,17,3,2,1,0,3,3,0,0,7,9,no
56,travel_rarely,923,research_&_development,18,3,life_sciences,3,male,87,2,2,healthcare_representative,4,single,10755,25351,2,no,14,3,2,0,3,4,3,4,2,4,5,no
34,travel_rarely,589,sales,10,3,life_sciences,3,male,94,3,3,sales_executive,3,married,16086,24963,4,yes,15,3,4,2,20,0,3,24,18,2,5,no
37,travel_rarely,1149,sales,4,2,technical_degree,4,male,57,3,3,sales_representative,4,divorced,4225,10971,4,yes,14,4,2,1,1,3,3,1,1,4,0,no
41,travel_rarely,276,research_&_development,32,2,medical,3,female,76,3,1,laboratory_technician,3,divorced,8866,3755,5,no,11,3,4,0,2,3,3,2,0,0,7,yes
39,travel_frequently,583,research_&_development,6,3,medical,3,female,112,3,3,healthcare_representative,3,single,3577,9576,6,no,21,3,2,0,0,5,3,0,0,2,0,no
46,travel_rarely,1407,research_&_development,32,2,technical_degree,4,male,100,1,3,healthcare_representative,2,married,8814,21353,3,yes,13,3,1,1,6,2,2,7,5,0,5,no
39,travel_rarely,1672,research_&_development,1,2,technical_degree,3,male,68,2,5,healthcare_representative,2,married,5250,25369,1,no,11,3,4,2,7,4,4,8,3,1,0,no
26,travel_rarely,620,research_&_development,23,1,technical_degree,3,female,72,4,5,laboratory_technician,2,single,11692,14186,3,yes,12,4,3,1,7,2,4,7,6,3,2,yes
54,travel_rarely,1098,sales,1,4,life_sciences,3,female,75,4,2,sales_executive,4,married,7693,4257,0,no,20,3,4,1,13,3,3,14,10,0,4,yes
27,travel_rarely,1479,sales,8,2,medical,2,female,57,3,2,sales_executive,4,single,7110,21316,2,yes,24,3,4,0,4,2,4,5,4,2,5,no
53,travel_rarely,1404,research_&_development,4,2,marketing,4,female,79,4,1,research_director,2,divorced,12661,21938,4,yes,16,3,3,1,1,4,3,1,0,1,8,no
54,travel_rarely,1073,research_&_development,7,2,marketing,4,male,122,3,1,research_scientist,2,married,5064,9346,4,yes,18,3,3,0,2,2,2,2,0,1,1,no
45,travel_frequently,209,human_resources,8,3,medical,2,female,119,4,2,human_resources,1,divorced,9882,9893,4,yes,22,3,4,0,7,4,3,8,5,5,1,yes
45,travel_frequently,665,research_&_development,5,3,life_sciences,1,female,87,3,3,research_scientist,4,single,6192,15569,4,yes,11,3,3,0,6,3,3,7,3,4,17,yes
59,travel_rarely,607,research_&_development,32,2,technical_degree,4,female,77,3,2,research_director,2,single,11473,2648,1,no,16,3,2,0,5,4,3,6,5,0,0,no
60,non-travel,1005,research_&_development,31,3,marketing,3,female,121,3,2,manufacturing_director,3,single,14146,13493,3,no,22,3,2,1,8,2,2,10,4,2,4,no
38,travel_frequently,742,research_&_development,35,4,life_sciences,2,male,48,2,3,healthcare_representative,4,single,6463,10019,1,yes,18,3,2,1,7,1,3,9,3,1,12,no
41,non-travel,1089,human_resources,36,3,medical,2,male,87,1,3,manager,3,single,1167,6102,1,yes,13,3,4,0,14,3,3,16,14,0,9,no
59,travel_frequently,1376,research_&_development,16,3,life_sciences,3,female,89,3,3,healthcare_representative,4,single,4946,23079,2,no,16,3,3,2,6,3,2,7,6,4,2,no
57,non-travel,881,research_&_development,34,3,life_sciences,1,female,95,2,1,laboratory_technician,3,married,16788,3910,5,yes,22,3,2,0,10,2,2,12,8,0,4,no
19,travel_frequently,1412,research_&_development,23,2,life_sciences,1,male,110,3,3,research_director,4,single,5396,9633,4,no,15,3,4,1,2,3,3,2,0,0,3,no
25,travel_frequently,325,research_&_development,4,4,life_sciences,4,male,111,3,4,laboratory_technician,3,married,13847,16663,4,no,11,3,1,1,7,1,3,8,7,0,1,no
44,travel_rarely,1268,sales,15,4,medical,3,female,55,2,1,sales_representative,3,married,5604,17568,3,yes,17,4,3,1,16,3,3,20,12,0,0,no
39,travel_frequently,1463,research_&_development,23,3,medical,2,female,115,3,2,manufacturing_director,4,divorced,5421,18666,7,yes,11,3,4,2,3,2,2,3,3,0,6,yes
54,non-travel,1669,research_&_development,12,3,medical,1,male,109,1,5,research_scientist,3,divorced,10320,19918,0,no,12,4,3,0,10,1,3,11,9,2,0,no
44,travel_rarely,1617,research_&_development,5,4,technical_degree,3,male,98,2,2,healthcare_representative,2,married,9745,3314,3,yes,13,3,2,0,9,4,3,11,7,1,3,no
46,travel_rarely,1091,research_&_development,1,3,life_sciences,2,male,96,3,2,research_director,2,married,11055,21075,2,no,14,3,3,1,0,3,3,0,0,1,3,no
20,non-travel,329,research_&_development,16,2,life_sciences,3,male,106,3,1,healthcare_representative,1,single,7675,25145,1,no,11,3,4,0,6,4,2,7,3,0,1,yes
30,travel_rarely,1575,research_&_development,32,3,technical_degree,2,male,58,3,2,laboratory_technician,4,divorced,11263,16041,3,yes,16,3,3,0,0,1,4,0,0,1,0,no
27,travel_rarely,375,sales,5,3,life_sciences,2,male,79,2,2,sales_executive,2,single,10883,13154,3,yes,13,3,1,1,23,0,2,27,22,1,6,no
53,travel_frequently,495,research_&_development,1,4,other,3,female,48,3,1,laboratory_technician,4,single,11113,12347,2,no,18,3,1,1,11,3,2,13,8,1,2,no
26,non-travel,297,sales,4,3,technical_degree,4,male,99,2,2,sales_executive,2,single,5193,5001,6,yes,15,3,4,0,0,2,3,0,0,0,5,yes
44,travel_rarely,373,research_&_development,8,2,medical,2,male,83,4,1,research_scientist,2,married,12565,24161,5,no,14,3,3,0,0,0,3,0,0,0,0,yes
51,travel_frequently,1669,human_resources,4,3,other,2,male,38,4,3,human_resources,4,single,5912,17698,1,yes,14,3,4,0,6,2,4,7,5,0,0,no
18,travel_rarely,1801,human_resources,9,4,life_sciences,2,male,89,2,5,manager,3,divorced,6638,3809,3,yes,20,3,3,0,2,2,2,2,0,2,0,no
49,travel_frequently,335,research_&_development,31,2,life_sciences,3,female,31,4,2,research_scientist,4,single,6529,17755,4,yes,18,3,3,1,0,2,3,0,0,0,0,no
42,travel_frequently,195,research_&_development,11,4,medical,4,female,43,3,3,research_scientist,3,married,3837,13821,3,yes,11,3,4,0,5,4,3,5,3,1,0,yes
46,non-travel,1774,research_&_development,4,3,life_sciences,3,male,95,3,2,research_scientist,2,single,1429,16342,6,no,13,3,1,2,3,3,3,3,0,1,4,no
24,non-travel,709,sales,28,4,human_resources,4,female,121,2,1,sales_executive,3,single,11002,9903,3,yes,15,3,1,0,0,3,1,0,0,7,0,yes
20,travel_rarely,1100,research_&_development,7,3,life_sciences,1,female,58,2,5,laboratory_technician,1,divorced,5151,8204,4,no,11,3,3,2,11,0,2,13,10,4,0,no
37,travel_rarely,586,research_&_development,1,3,medical,4,female,65,4,1,research_director,2,single,6092,19089,1,no,16,3,1,1,17,4,2,21,14,5,0,no
37,travel_rarely,342,research_&_development,7,3,medical,2,female,98,3,1,healthcare_representative,2,divorced,4795,12795,0,no,11,3,3,0,9,2,3,10,7,3,4,no
47,travel_rarely,852,research_&_development,10,4,medical,1,female,72,3,2,research_scientist,3,married,6442,2377,3,no,12,3,4,0,12,2,3,14,10,1,3,no
52,travel_rarely,1380,research_&_development,19,3,life_sciences,1,female,35,1,3,laboratory_technician,1,single,5577,4764,0,yes,12,3,4,0,1,0,3,1,0,4,1,yes
52,non-travel,1572,sales,27,3,life_sciences,2,male,60,4,2,sales_representative,2,divorced,11871,17229,4,yes,20,3,3,1,2,3,3,2,0,1,4,no
56,travel_frequently,1295,research_&_development,4,2,technical_degree,3,male,38,3,1,laboratory_technician,2,single,5493,20089,2,no,17,3,4,0,1,4,3,1,0,0,3,yes
44,travel_rarely,855,sales,1,2,life_sciences,3,male,43,3,3,sales_executive,1,divorced,13548,14915,4,no,13,4,1,1,10,2,3,11,10,1,0,no
43,travel_rarely,833,research_&_development,1,4,technical_degree,3,male,67,3,2,research_director,1,single,12015,10967,5,yes,12,4,3,1,20,4,3,22,18,1,7,no
31,travel_frequently,698,research_&_development,14,2,medical,1,male,115,4,1,manufacturing_director,2,divorced,6164,13725,5,yes,15,3,3,1,8,4,3,9,7,3,1,no
34,travel_rarely,1305,research_&_development,16,4,marketing,3,female,64,3,2,laboratory_technician,2,single,8896,9258,3,yes,21,3,2,1,14,1,3,17,13,0,2,no
35,travel_rarely,1303,research_&_development,5,3,marketing,2,male,72,2,1,manufacturing_director,1,married,8651,17610,5,yes,13,3,1,0,7,2,3,8,7,0,6,no
46,travel_frequently,425,sales,5,5,life_sciences,3,male,108,3,2,sales_representative,1,married,9677,9724,4,yes,11,3,4,1,3,5,3,4,0,3,0,no
37,non-travel,769,sales,31,2,medical,1,female,89,3,3,sales_executive,4,divorced,10858,15985,3,no,15,4,4,1,3,0,1,4,1,2,0,no
44,travel_rarely,1491,research_&_development,24,1,technical_degree,1,female,94,3,3,research_scientist,4,divorced,8240,6350,1,yes,16,3,3,3,0,4,2,0,0,3,9,yes
35,travel_frequently,1766,research_&_development,2,1,medical,3,male,64,3,1,research_director,3,divorced,4109,22747,0,yes,16,3,1,0,0,4,3,0,0,8,2,no
21,travel_rarely,735,sales,14,4,other,4,female,94,3,1,manager,4,divorced,9866,17334,4,no,14,4,2,2,8,4,2,9,4,0,1,no
18,travel_frequently,1198,sales,9,3,medical,3,female,74,3,1,sales_executive,1,single,6576,20000,5,yes,15,3,4,2,4,4,3,5,3,0,6,no
18,travel_rarely,374,research_&_development,1,1,life_sciences,1,female,88,3,1,manufacturing_director,2,single,1048,18003,6,no,11,3,3,1,5,4,2,6,5,0,0,no
43,travel_rarely,1651,sales,4,4,life_sciences,2,female,104,3,1,sales_executive,4,single,8846,4167,5,yes,19,3,3,1,5,3,2,6,3,4,0,no
37,non-travel,1154,research_&_development,1,4,human_resources,2,male,67,3,2,research_director,3,married,5047,20267,4,no,12,3,4,3,2,3,2,2,2,0,0,no
40,travel_frequently,764,research_&_development,4,4,life_sciences,3,female,56,2,1,research_scientist,4,married,6371,5464,2,no,13,3,3,3,4,1,1,5,0,0,5,no
27,travel_frequently,790,sales,10,2,technical_degree,3,male,91,4,2,manager,4,married,8170,4578,1,no,16,4,3,1,4,4,2,5,0,0,1,yes
28,travel_rarely,1530,sales,5,3,technical_degree,2,male,58,3,2,sales_executive,1,single,2092,12104,7,no,15,4,2,0,3,4,3,3,1,1,5,no
58,travel_rarely,824,human_resources,5,4,life_sciences,3,female,117,3,1,manager,4,married,8218,8996,3,no,21,3,2,1,12,3,3,14,8,0,0,yes
58,travel_frequently,784,research_&_development,7,3,life_sciences,3,female,43,2,2,healthcare_representative,4,single,6417,20536,5,no,20,3,3,0,4,3,3,5,1,3,3,no
22,travel_rarely,513,research_&_development,1,2,marketing,3,female,71,3,1,research_scientist,2,single,4569,9499,2,yes,13,3,2,0,6,3,2,7,4,2,1,no
18,travel_rarely,467,research_&_development,14,2,life_sciences,1,male,110,3,3,manufacturing_director,4,married,7281,4760,3,no,22,3,3,3,15,4,3,16,12,4,0,no
34,travel_rarely,631,human_resources,5,5,marketing,3,female,38,2,2,human_resources,1,divorced,1536,19911,2,no,18,3,2,1,14,0,4,16,10,1,6,no
39,travel_rarely,953,human_resources,6,2,medical,2,female,76,4,1,human_resources,3,married,7918,5478,4,no,15,3,1,2,15,3,1,17,13,1,2,no
51,travel_rarely,1160,research_&_development,34,4,medical,4,female,68,2,2,manufacturing_director,2,married,9256,19000,3,yes,12,4,3,1,2,4,4,2,0,1,3,no
58,travel_rarely,1567,research_&_development,3,3,marketing,4,female,42,3,1,manufacturing_director,1,single,7806,20171,3,no,14,4,2,1,0,1,2,0,0,1,0,no
46,travel_frequently,526,sales,11,4,life_sciences,2,female,76,3,3,sales_executive,3,married,10420,6277,3,no,11,3,4,3,2,5,3,2,1,0,6,no
21,non-travel,1357,research_&_development,4,3,medical,1,male,64,4,5,healthcare_representative,2,single,11040,17438,0,yes,17,3,2,0,2,5,3,2,1,2,1,no
22,travel_rarely,1191,research_&_development,23,3,life_sciences,2,female,42,2,1,research_director,3,married,7125,2691,2,no,11,3,3,1,16,5,3,18,16,1,4,no
28,travel_rarely,1615,research_&_development,19,3,life_sciences,3,female,99,3,3,healthcare_representative,3,married,11454,11931,4,no,16,3,2,1,7,3,3,8,6,0,5,no
38,travel_rarely,330,research_&_development,2,4,medical,4,female,97,3,2,laboratory_technician,3,single,6992,9589,2,no,13,3,2,0,0,3,3,0,0,0,0,no
52,travel_rarely,1495,sales,11,3,technical_degree,2,male,57,2,1,manager,1,single,4982,20814,2,no,15,3,2,0,1,3,3,1,0,0,1,no
29,travel_frequently,1566,research_&_development,1,4,life_sciences,4,female,43,4,1,research_director,3,divorced,6269,24695,2,no,12,3,4,1,1,2,3,1,0,0,5,no
43,travel_rarely,1374,sales,31,3,medical,3,male,92,4,4,manager,4,divorced,8009,26161,3,yes,12,3,3,1,6,1,3,7,4,1,1,no
36,travel_rarely,866,research_&_development,4,3,medical,4,male,38,3,2,research_director,3,married,11897,20192,4,no,17,4,4,0,9,4,4,10,7,0,7,no
24,travel_rarely,204,sales,18,3,life_sciences,3,female,101,4,5,manager,3,single,6907,15182,1,yes,12,4,2,1,13,3,4,14,12,0,1,no
24,travel_frequently,1624,sales,3,2,life_sciences,3,female,90,3,2,manager,3,single,4947,13070,2,no,11,3,1,1,19,2,4,22,18,1,2,no
43,travel_frequently,612,sales,11,3,human_resources,3,female,54,3,1,manager,3,married,12813,5270,6,no,11,3,4,1,1,0,3,1,1,7,0,no
57,travel_rarely,330,research_&_development,35,1,marketing,4,male,113,3,3,manufacturing_director,3,divorced,2351,16506,1,no,18,3,3,0,2,3,2,2,0,0,0,no
22,travel_rarely,1394,research_&_development,20,5,medical,2,male,87,3,4,research_director,4,single,5276,26872,0,yes,11,3,3,1,1,4,3,1,1,0,1,no
38,travel_frequently,204,research_&_development,1,5,medical,4,male,115,3,3,manufacturing_director,4,married,10471,4992,5,yes,15,3,2,0,3,3,2,4,0,1,0,no
31,travel_rarely,376,human_resources,8,2,life_sciences,3,male,66,3,3,human_resources,3,single,13164,19742,3,no,23,3,1,0,17,1,4,20,15,2,0,no
21,travel_rarely,945,research_&_development,3,1,medical,3,male,85,3,2,laboratory_technician,3,divorced,9176,9037,3,yes,12,3,3,0,5,3,2,6,4,2,2,no
40,travel_rarely,1264,sales,5,3,medical,4,male,60,3,1,sales_executive,3,married,8221,8944,2,yes,11,3,4,1,9,2,3,10,5,1,1,no
59,travel_rarely,193,research_&_development,3,5,medical,4,female,82,4,1,healthcare_representative,3,married,6593,17825,5,no,19,3,1,0,4,1,2,5,0,2,0,yes
37,travel_rarely,1113,sales,4,3,life_sciences,4,female,77,3,2,sales_representative,3,married,9598,17658,1,yes,11,3,4,0,0,3,2,0,0,4,0,no
32,travel_frequently,1475,human_resources,8,3,life_sciences,2,male,97,2,5,manager,4,married,8117,12745,0,no,19,3,2,0,0,3,2,0,0,15,1,no
46,travel_rarely,775,sales,1,3,life_sciences,4,female,45,3,3,sales_representative,2,single,4889,3648,3,yes,13,3,3,3,5,3,3,6,1,1,5,yes
25,travel_rarely,1065,human_resources,7,2,human_resources,4,female,81,3,3,manager,3,single,6325,14028,4,yes,18,3,1,2,8,4,2,9,8,11,2,no
58,travel_frequently,1036,sales,2,3,life_sciences,3,male,51,2,2,manager,4,divorced,4340,25857,2,yes,16,3,3,0,1,3,3,1,0,2,11,no
36,travel_rarely,1117,research_&_development,3,2,medical,4,male,121,4,3,research_director,2,divorced,7580,26722,3,yes,17,3,1,0,8,4,3,9,8,2,0,no
56,travel_rarely,933,research_&_development,14,3,life_sciences,1,female,107,1,4,research_scientist,4,divorced,7851,2765,3,yes,13,4,1,3,11,4,3,13,9,2,0,yes
45,travel_rarely,464,human_resources,1,2,life_sciences,1,male,47,3,2,human_resources,1,married,13340,10368,3,yes,13,3,4,0,3,3,2,4,2,5,1,yes
44,travel_rarely,1391,sales,4,3,marketing,3,male,109,4,2,sales_executive,2,divorced,5197,14606,3,yes,12,3,4,0,9,0,4,11,8,6,0,no
21,travel_rarely,1291,research_&_development,4,4,medical,1,female,109,3,3,research_scientist,3,single,6826,22046,3,no,20,3,4,0,3,4,3,4,0,0,11,no
32,travel_rarely,869,human_resources,5,3,medical,3,male,83,3,2,manager,4,married,10822,12763,3,no,15,3,1,3,7,4,1,8,3,1,2,yes
52,travel_frequently,293,research_&_development,11,3,life_sciences,2,female,55,4,5,laboratory_technician,4,single,14541,3545,1,yes,22,3,4,1,10,2,3,12,6,6,2,no
54,travel_rarely,1038,research_&_development,5,1,marketing,1,female,47,4,2,manufacturing_director,1,married,9712,23791,1,yes,15,3,3,0,33,3,3,38,31,1,0,no
18,travel_rarely,481,research_&_development,2,3,life_sciences,3,female,52,4,1,research_scientist,2,married,6751,7331,1,no,14,3,4,0,2,2,3,2,0,0,8,no
20,travel_rarely,290,research_&_development,21,1,life_sciences,3,female,67,3,2,research_director,3,single,5774,25456,1,no,14,3,1,3,3,0,1,4,0,0,4,yes
41,travel_frequently,1141,research_&_development,33,3,medical,2,female,53,3,1,research_director,2,married,1204,25516,4,yes,12,4,2,1,1,3,3,1,0,2,2,no
44,travel_rarely,939,research_&_development,1,2,life_sciences,1,male,58,3,2,research_scientist,3,divorced,4289,24521,3,yes,15,3,4,1,1,1,3,1,0,2,8,no
57,travel_rarely,1255,research_&_development,8,2,life_sciences,3,male,46,2,1,research_scientist,3,married,7188,25616,0,yes,14,3,3,0,8,2,2,10,7,0,9,no
53,travel_frequently,678,sales,4,1,medical,4,male,53,4,4,sales_executive,3,single,6564,12411,2,yes,12,3,4,1,17,3,3,21,17,2,0,no
51,travel_frequently,351,sales,2,3,medical,4,male,111,4,4,sales_representative,2,single,9659,19557,3,yes,14,3,2,0,3,4,3,3,1,5,0,yes
46,travel_rarely,991,human_resources,3,3,technical_degree,1,female,123,3,1,human_resources,1,single,6839,10079,3,no,12,3,3,1,1,4,3,1,0,0,0,no
41,travel_frequently,1553,research_&_development,10,3,medical,3,female,89,1,1,laboratory_technician,3,single,4866,11568,6,yes,16,3,4,0,2,5,3,2,2,0,3,yes
41,travel_frequently,968,research_&_development,1,1,life_sciences,2,male,75,1,2,laboratory_technician,1,married,8412,2628,2,no,17,3,3,0,4,3,3,5,3,3,0,no
59,travel_rarely,1579,research_&_development,25,3,life_sciences,3,female,79,2,3,healthcare_representative,3,married,16640,17103,1,yes,12,3,4,1,2,3,3,2,0,5,7,no
21,travel_frequently,1424,sales,6,3,other,4,male,101,3,1,manager,4,married,6206,14134,4,no,13,3,2,1,1,4,3,1,0,0,2,no
20,travel_rarely,1685,sales,3,3,medical,2,male,98,3,1,sales_representative,1,married,8277,9855,3,yes,11,4,1,1,9,3,3,10,9,2,7,no
51,travel_rarely,616,research_&_development,15,4,marketing,2,male,57,4,2,healthcare_representative,1,divorced,10735,6760,2,no,19,4,2,0,0,2,3,0,0,1,3,no
40,travel_rarely,1528,research_&_development,1,3,life_sciences,2,female,69,4,3,healthcare_representative,1,single,5489,6767,2,no,11,3,3,1,5,3,3,5,4,0,6,yes
40,travel_frequently,1599,research_&_development,5,2,medical,4,female,41,3,1,research_director,4,married,13053,12739,8,no,12,3,4,1,11,5,3,13,10,3,1,no
22,travel_rarely,566,sales,3,3,life_sciences,3,female,83,4,3,sales_representative,1,divorced,2076,4256,0,no,17,4,2,1,2,1,3,2,2,1,11,no
48,travel_rarely,613,human_resources,4,5,medical,3,female,35,3,5,human_resources,4,single,6460,12112,3,no,12,4,3,1,6,2,3,7,6,2,4,no
58,travel_frequently,930,human_resources,4,3,human_resources,3,male,81,2,1,manager,2,single,6753,6092,1,no,12,4,4,0,7,3,4,8,7,0,3,no
23,non-travel,294,research_&_development,1,4,other,2,female,59,4,2,research_scientist,2,divorced,7731,25095,1,no,17,3,2,1,7,5,3,8,4,3,1,no
54,travel_frequently,1090,research_&_development,1,4,medical,4,female,104,2,1,laboratory_technician,1,married,1144,17183,1,yes,11,3,4,0,4,1,2,5,0,0,11,no
27,travel_frequently,1449,research_&_development,1,3,medical,1,female,55,4,1,research_scientist,3,married,11217,25979,2,no,15,3,4,3,2,3,3,2,0,0,1,no
57,non-travel,276,research_&_development,33,3,human_resources,3,male,57,3,1,research_scientist,3,single,9147,5786,1,no,12,3,1,1,12,1,3,14,11,1,7,no
24,travel_rarely,1353,research_&_development,1,3,medical,3,male,37,3,2,manufacturing_director,3,married,11488,9570,2,yes,12,3,1,1,9,3,3,10,8,0,2,yes
56,travel_frequently,1016,sales,1,3,life_sciences,1,female,103,4,3,sales_representative,2,single,12281,6153,5,yes,19,4,1,0,2,3,1,2,0,4,5,no
55,travel_rarely,1084,research_&_development,31,3,medical,1,female,113,3,2,research_director,2,single,4813,10616,2,no,14,3,4,0,0,0,3,0,0,0,9,yes
38,travel_frequently,961,research_&_development,9,3,life_sciences,3,female,112,4,1,laboratory_technician,2,married,1166,24141,1,yes,11,4,1,1,0,5,3,0,0,1,2,no
37,travel_rarely,543,human_resources,6,3,medical,2,female,109,3,1,human_resources,3,single,12279,15364,6,no,11,3,4,0,0,4,2,0,0,3,2,yes
20,travel_frequently,1530,research_&_development,1,1,medical,2,male,97,4,2,laboratory_technician,2,married,6212,3621,0,yes,14,3,3,2,6,2,3,7,2,1,1,yes
39,travel_rarely,526,research_&_development,10,4,medical,1,female,87,3,1,research_director,3,single,3469,14469,4,yes,11,3,4,1,0,1,3,0,0,0,0,no
21,travel_rarely,1533,research_&_development,1,3,life_sciences,4,female,56,3,2,research_director,2,single,9163,9145,2,yes,19,3,4,0,2,2,3,2,2,3,4,no
45,travel_frequently,615,human_resources,12,5,life_sciences,4,female,49,3,2,human_resources,2,single,16822,19051,1,no,11,3,4,0,9,4,3,11,7,1,0,no
29,travel_rarely,1083,research_&_development,33,3,medical,4,male,90,3,4,research_director,3,single,7254,8240,3,yes,14,3,2,1,2,1,3,2,2,0,1,yes
55,travel_rarely,1609,sales,7,1,technical_degree,3,male,69,4,1,manager,1,divorced,10107,9644,4,no,11,4,2,0,10,2,3,11,8,0,1,no
53,travel_rarely,1563,sales,2,2,medical,3,female,71,4,3,sales_representative,3,single,4104,5789,1,no,11,3,1,1,9,3,3,11,6,1,0,no
58,travel_rarely,133,research_&_development,10,4,life_sciences,2,female,78,3,1,research_scientist,2,married,1698,2617,4,no,14,3,3,1,1,0,2,1,0,2,4,no
22,travel_rarely,1088,research_&_development,7,1,human_resources,2,female,85,4,3,healthcare_representative,1,single,10879,11457,3,yes,25,3,3,0,9,2,2,11,6,1,0,yes
30,travel_rarely,382,human_resources,7,4,technical_degree,4,female,41,3,2,human_resources,4,single,9455,12839,5,no,12,3,4,1,9,3,3,10,9,0,6,no
